text,bonus_clustering
"Σήκωνε μιάμ πέτραμ πού το μαλίσ σου, τζ' άς έδ δουλειά δική σου",0
Κάθε αρνίμ που τα πισινά του πόδκια εν τα κρεμμαστή,0
Στου τάδε το σπίτι βρίσκεις το αθάνατο,0
"Σάν ήσουν είμαι, τζαί σάν είμαι θά γινής",0
"Θώρε γούγιαν, τζ' αγόραζε παννίν",0
"Ο δκιάολος εμ μακρνά, μα το σέριν του εμ μακρύν",0
Αντάν ν' ασπρίσουν οι κολοιοί,0
Πόσκασε καλό(γ)ηρε να φας ψουμίν τζαι κρομμύδιν,0
Όποιος γυρεύκει τα πολλά χάνει τζαί τα λλία,0
Ο πελλός θέλει αντίπελλον,0
"Με του κλέφτει κλέφτεις του, με της πολιτζής γελάς της",0
"Επήαμεν να πούμεν , τζι' είπαν μας",0
Που λιμασμένον γάαρον καρτέρυννε ποτάϊν,0
Εν τζι εν' κόλλυφα;,0
"Άρκος τζαί πελλός, κατά που τους δόξει",0
"Η μαύρη εκαμματίζετουν, τζαί το σαπούνι έλυεν τζαι το νερόν εφώναζε, κανεί τζ΄ εσκότωσέσ με",0
Αμ με ξαναδής γράψε με,0
Επήραν τον οι πέντε ανέμοι,0
"Εν είχα τζι ενήστεψα μνήσθητί μου, Κύριε",0
Ο Γεννάρης τζι' ο Μάρτης εγελάσαν,0
Τα νερά 'ςτα νερά τρέχουν,0
"Τον τζαιρόν που έμπαινες εσού στο σκολείον, εγιώ εξησκόλουν",0
"Η πέτρα αδ δερ ριζώση, εμ μαλλιάζει",0
Είσαι γέρος τζ' εφ' φελάς μόνον τα ψουμιά χαλάς,0
"Γαμείς κοτζάκαρησ, σπέρνεις καυκάλλαν, τοσ σπόροσ σου χάνεις",0
"Κόψε ξύλον, κάμ' Αντώνην, τζ' από πλάτανον Μανώλην, τζ' αμ πής τζαι για τογ Γιάννην, ό,τι ξύλογ κόψης κάμνει",0
Η ρκά έτσι κατασείμονα τ' αγγούριν αθθυμήθην,0
"Νάχω γάδαρον, ξέρω τζαί καβαλλικώ",0
Εν η δουλειές του Παπάμπαλου,0
Μαύρικο γινάτι,0
Όποιος κλέφτει το αβκόν κλέφτει τζιαι την όρνιθαν,0
Νοτοβολίες τον Άουστον: Καλός γρόνος,0
"Εν να ξαποληθή η θάλασσα, που λαλούν",0
"Η ματσουτζιά γιανίσκει, τζ' ο κακός λόος μεινίσκει",0
"Απόθ θέλει να ζυμώση, πέντε μέρες κοσσινίζει",0
"Είπαν της πουτάνας πως εμ πουτάνα, τζ' εστάθην έξω τζ' εκαμέν το τελλάλιν",0
Απόν εσεί μάναν τζ' αερφήν βουθά την η νύχτα τζ' η αβκή,0
"Πόσει μέλιβ, βάλλει τζ' εις το γάλαν τ' όξινον",0
Απ' όν είδεν βουνά τζιέ κάστρα είδεν τον φούρνον τζιέ ποχαμάστει,0
Πρώτα ο Γριστός τα γένεια για λλόου του τάδειξε,0
Το χτίν τσαί το χτουσέριν,0
"Γαμεί η αλιντζαύρα τον λα(γ)όν, γιατ' εν ο γέρακας ποπάνω",0
"Η Δευτέρα, Τρίτη μπαίννει τζ' η Τετράδη κατεβαίνει τζαι η Πέφτη εγ κοντά της τζ' η Παρασσευκή κλουθά της Σάββατον κουντούρα μέρα Τζερκατζή καλοκαρτούσα τζαι Δευτέρα μουρμουρούσα",0
Η πολλή βροχή γυρίζει κουντούρα,0
"Για μιτσίς, μιτσίς, παντρέψου για μιάλος καλοερέψου",0
Με το μήνυμα χατζής εγ γίνεται κανένας,0
"Το κούκου κούκου ροθυμούν, τζαι τα μνηούρκ' αννοίουν",0
Ο πελλός με τ΄ αθθυμάται σαίρεται,0
Εμπήκεν στησ σείραν τους αθθρώπους,0
Σαν νάρκετουν κουρσάριν,0
"Βαστά το όσοινίν τζαί που τες δεινό μερκές, τζαί στημ μέσημ δακκαμένον",0
Ο κάττος εν εφτάψυχος,0
"Το περήφανομ πουλλίμ, πιάννεται που τημ μούττην",0
Όποιος σ' αγαπά κάμνει σε τζιαι κλαιεις τζιαι όπκοιος σε μισά κάμνεις σε τζιαι γελάς,0
Εγ κρεμάλλα πον να τημ περάσουμεν,0
Είδες φαείφ φάε. Είδες δουλειάφ φύε,0
Παρά νούρον βαρετον κάλλιον ποάριν βαρετον,0
"Άμα στράφτη του Λιμνίτη, γύρεβκε μονήν τζιαί σπίτιν",0
Πολιτιτζή τζαι βίρτζινη γίνεται;,0
"Μεν ανοίξης τ' αμάδκια του βουδκιού, γιατ' έν να σου κουτουλλήση",0
Εν επήρεν ο άνεμος τ' αγκάλια,0
Αγγονίστην η κοπριά βρουκάλιν,0
"Ο μακρύς τρώει σύκα, τζ' ο κοντός συκόφυλλα",0
"Το φεγγάριν τογ Γεννάριν, άλλο λλίον νάταμ μέρα",0
"Όπου τζ' αν ποταυριστώ, τρώει μου τα η δρακούντα",0
Δε ούγιαν τζι έπαρε παννίν,0
"Του πιθαρκού αμ μεν του πης μπα, εσ σου λαλεί μπου",0
"Όσους δει εν να τους το πη, τζ' όσους εδ δη εν να τους το μηνύση",0
Εμ ποστράτζιν τού λεμονιού,0
Που τον τζαιρόν του Χριστού,0
Απού κρατεί τζαί ξαπολά κράζεται πελλός,0
Η δουλειά καταλυεί το φαείν,0
"Κατά το κορμίμ μανίτζιν, τζαι κατά το μπόϊν πόδιν",0
Παστρικός ουρανός αστραπές εφ φοάται,0
Εχαμέμ με ταούλλιν,0
"Πέψε τον πελλόν, τζαι λάμνε ταπισόν του",0
"Ο δκιάολος εμ' μακρυά, μα το σέριν του φτάνει παντού",0
"Όποιος έσει δκυό αμμάδκια 'γοράζει σιτάριν, όποιος έσει έναν αμμάτιν, 'γοράζει αλεύριν, τζι όποιος εν τέλεια στράος, 'γοράζει που τομ μάντζιπαν",0
Όποιος πεθανίσκει τον τάφον του γιομώνει,0
"Γλέπου, να σε γλέπη τζι ο Θεός",0
"Μέλιν νάση το κουμνίν, τζαί μέλισσες πολλές",0
Τσιή πακούης τσιέ γελούν για πελλόν έσιη για μορόν έσιη,0
Είδες του κάττου το μαλλίγ για να γενή μετάξιν τ' αθθρώπου του κακόγνωμου η γνώμη του ν' αλλάξη;,0
"Έλα να πάμεν όσσω μου, να δής τηγ καταντιάμ μου εσεί που την Ανάστασιν, πόν άπλυτα τ' αντζειά μου",0
Σ'αν τον αλάνην,0
Απ' όγκρωνεται του γονιού παρά γωνιάς τζοιμάται,0
"Όποιος πηαίννει με τον ήλιον, βάλλ' αντήλιον",0
"Όποιος της νέψει νέβκεται, τζ όποιος τηδ δη κλουθά τον, τζ όποιος τημ πλανά πλανιέται",0
"Όποιος εφ φάει σκόρτον, εβ βρωμά σκορδκιές",0
"Εις τες εφτά του τραχαναν τζ' εις τες ενιά του ρίζι, τζ' εις τα ποσαραντώματα γαμπρόυν να τριγυρίζη",0
"Άραρα, πάραρα",0
Μάδκια που είδαν τζ' είπαν εβκήκαν. Μάδκια πον είδαν τζ' είπαν;,0
"Διτζοί μου, όσους βαδώννει το σπίτιμ μου",0
Όπκοιος βουρά πολλά κόβκει σαν τον γάδαρον,0
Ακούω τα βερεσιέ,0
Απού 'ν ημπόρει να δέρη τογ γάδαρον δέρνει το σάμαν,0
Έδησέν το σε ψιλόμ μαντήλιν,0
Του ππιντή ταβκόν κρόκον εν έσει,0
Άρπαξέ με τζαί να σ' αρπάξω,0
"Τζοιλιά όφτζαιρη εν ι – στέκεται, γιομάτη εδ διπλώνεται",0
"Με τον οκτρόν μου να δω, με τον σταυρόμ να βάλω",0
"Έσει το γέλοιον τάξιν, τζαί το χάχχανον παιγνίδιν",0
Ο πελλόν αν με έσιει νουν έσιει πόδκια,0
Εμπήκεσ στηγ κουβένταν σαν το ρύζιν τ' άπλυτον,0
Ο γάδαρος στομ ποταμόν κατουρά,0
Αμμά χαρκούνται πώς εγώ είμαι η συτζά τούς;,0
"Το μακάρι, εφύτεψαν το πάσ' στο λιβάδιν τζ' εν έπιασε, τζαι το καμε νάσης, εφύτεψαν το πάσ' στοφ φούρνον τζ' εβλάστησεν",0
Ούτε τον οχτρόν μου να δω ούτε τον σταυρόν μου να βάλω,0
Του τόκοψεν Τρικωμίτικα,0
"Αγαπά ο Θεός τον κλέφτην, αλλά αγαπά τζαι τον νοικοτζιύρην",0
Η γλώσσα κόκκαλ' 'εν έσσιει τζιαι κόκκαλα τσακίζει,0
"Αλλάσσει αβκόν τζ' αβκόν, για να κερτίση τ' άλας",0
"Πωρνόσ στησ στράταν, τζ' ενωρίς στο κονατζιν",0
"Εκρεμμαστήκαν οι ποδκιές της, τζ' εσσεπάσαν τες πομπές της",0
"Μιτσίς μιτσίς παντρέψου, τζαι μεάλος καλοηρέψου",0
"Ο μάντης ρήας τζι' αν γενή, πάλε μαντκιές μυρίζει",0
"Νιατόν του Γεννάρη, τζαί δίολον του Μάρτη, θαμμάζω πως τζι' αστόσησεν",0
Ούλλους τους μαύρους μεβλούπηδες τους νομίζεις;,0
Σαν τον ατσουπάν,0
Έπεσεβ βαρυγομαρκά στομ μύλον,0
Έβκαλεν το όνομα ο θεριστής,0
"Που πάνω σαν τηγ κούκλαν, τζαί που κάτω σαν τημ πανούκλαν",0
Ο ήλιος γεννιέται τζ' ο κόσμος θωρεί τον,0
Πελλός πον να φα τομ Μαν αγγούρι τζαι ματζίλες,0
"Π' αναγιωθή στηφ φυλακήν, της φυλακής θυμάται",0
Το σίερομ ποσ σίερον τζαι πάλιν καταλύεται,0
Τα λόγια ελ λόγια. Τα μακαρούνια εν το φαείν,0
Ηύρες το χωρκόν με δίχως σιύλλους τζιαι περπατάν με δίχως βέρκαν,0
Εν η καμήλα του Κοτσίνη,0
"Ο καδής γαμεί τημ μάνασ σου, τζ' εσού πουν να πας ν' αγκαλέσης",0
Άμα στράψει η Διτζιέλια εν να χαθούμεν τέλεια,0
Έκαμεν τήμ μουτσούναν μου ένα κομμάτιν κρήας,0
"Κόψε μιούτημ Μαχμούτη, τζ΄ η γεναίκα σ΄ εν εν τούτη",0
Η γενεά πατά βασίλειον,0
Άϊ Δημητράκη μικρό καλοκαιράκι,0
"Απόσ σε ξέρει, ακριβά σ' αγοράζει",0
Τα άδικα εφ φωδκιές του πουντζιού,0
"Τον τζαιρόμ που έπρεπεν εν έβρεσεν, τζ' εν να σιονίση τομ Μαν;",0
Εν το κουτσίν της ρκάς,0
"Άμα τρεσ' ο ποταμός, εν ούλλα καλά",0
"Ένν έχ χασάνης, τζ' έχ χατζηχασάνης",0
